sujeto,condicion,canal,potencia_Delta,potencia_Theta,potencia_Mu,potencia_Beta,potencia_Gamma
S006,mov_real_der,O1,2.7604839836538615e-11,4.2913035012803206e-12,2.1328255182034662e-12,1.9532411164713698e-12,1.188376553587001e-12
S006,mov_real_der,Oz,3.851181458476242e-11,6.063605600925599e-12,2.6574794411337578e-12,2.052529741001331e-12,1.3428869016799244e-12
S006,mov_real_izq,FC5,1.7029976687685217e-11,4.113542291929732e-12,4.669811509104584e-12,1.929778393905212e-11,1.919450320972362e-11
S006,mov_real_izq,FC3,8.290407784485816e-12,2.4593007127691134e-12,1.096117964512648e-12,3.0511690664862246e-12,2.3481765536664686e-12
S006,mov_real_izq,FC1,8.11494170503404e-12,2.4400651375966603e-12,1.0890283505174252e-12,3.0204225403262484e-12,2.344380679491296e-12
S006,mov_real_izq,FCz,8.175874773456422e-12,2.4134261561825478e-12,1.0052409657037224e-12,1.9901737530766405e-12,1.3685585846797394e-12
S006,mov_real_izq,FC2,5.047468739735236e-12,2.0097735204940405e-12,1.0865280683001488e-12,2.498151716377306e-12,1.7592469630871753e-12
S006,mov_real_izq,FC4,4.8566527225379905e-12,1.9154259048460967e-12,1.036210265767411e-12,2.3609289964057402e-12,1.6562521455607195e-12
S006,mov_real_izq,FC6,1.7164226638874867e-11,4.086877976719908e-12,4.591257217994008e-12,1.0236744075803949e-11,1.0303248765551982e-11
S006,mov_real_izq,C5,1.6313864229555885e-11,3.5905236850627487e-12,2.6173620848974507e-12,4.0759861747417945e-12,4.2502403167985895e-12
S006,mov_real_izq,C3,9.791847697925106e-12,2.4768268796257704e-12,1.3918265448300351e-12,2.825963323789923e-12,2.1573111210030787e-12
S006,mov_real_izq,C1,9.318601695862651e-12,2.741172670036598e-12,1.0212686554730637e-12,1.8003760062740316e-12,1.0989820143033123e-12
S006,mov_real_izq,Cz,7.944272306473443e-12,2.3445768652486124e-12,8.206928239173637e-13,1.2750146063007794e-12,7.23137889087508e-13
S006,mov_real_izq,C2,7.1942727077617186e-12,2.211839309698132e-12,9.22778973161061e-13,1.3325860662400911e-12,7.587188986261624e-13
S006,mov_real_izq,C4,9.48690277814167e-12,2.3011770980847797e-12,1.2473388811555984e-12,1.9196511425262564e-12,1.3122082184421881e-12
S006,mov_real_izq,C6,1.7894409937621168e-11,3.110421097897905e-12,1.3825747321748844e-12,1.7913802514741547e-12,1.4419942633174126e-12
S006,mov_real_izq,CP5,2.0723028814234503e-11,4.067637617608035e-12,1.9712896853284235e-12,1.8956792068908913e-12,1.1647557102829836e-12
S006,mov_real_izq,CP3,1.1496217689984715e-11,2.3223216021866773e-12,9.63014580591268e-13,1.3123382078706631e-12,6.966109952176086e-13
S006,mov_real_izq,CP1,1.1308666899945689e-11,2.344042010991589e-12,9.794734463455906e-13,1.3116656729910452e-12,6.850186817756581e-13
S006,mov_real_izq,CPz,1.4609289045637285e-11,3.170309130175668e-12,1.0811384639521294e-12,1.0400014476076015e-12,4.934873350996133e-13
S006,mov_real_izq,CP2,1.3372776770030767e-11,2.5691894973514533e-12,1.1534004696995e-12,1.145329837809417e-12,4.903043397458045e-13
S006,mov_real_izq,CP4,1.3423459645072685e-11,2.6309530879252096e-12,1.3487498570332766e-12,1.446366173003562e-12,6.274228899455818e-13
S006,mov_real_izq,CP6,1.827855245334627e-11,2.9984522890479168e-12,1.3244085756396491e-12,1.4536077104140312e-12,8.268523594025277e-13
S006,mov_real_izq,AFz,4.008789877313139e-11,4.782496195077222e-12,1.1642610915856958e-12,1.3340751817501696e-12,7.277759940048676e-13
S006,mov_real_izq,AF4,8.947571151759737e-11,7.59205669911166e-12,2.2660151756464793e-12,8.273198287567836e-12,6.412309555384491e-12
S006,mov_real_izq,F7,3.541959858249703e-11,5.082241215881436e-12,1.6777130173307471e-12,3.319384053201608e-12,2.6926531161733383e-12
S006,mov_real_izq,F5,1.6588259339359122e-11,2.5848282707113297e-12,1.0151004588699056e-12,1.9267708571824512e-12,1.6642135954110971e-12
S006,mov_real_izq,F3,1.564923571958702e-11,2.5575559604587686e-12,1.0026837477973885e-12,1.896402512542095e-12,1.6410218319149285e-12
S006,mov_real_izq,F1,1.6432994294191617e-11,2.580747617206892e-12,1.0015271708522897e-12,1.8736935382350605e-12,1.5718707201755053e-12
S006,mov_real_izq,Fz,1.6419599878469663e-11,2.5824888643349693e-12,1.001696103851379e-12,1.92558528620701e-12,1.614043330481906e-12
S006,mov_real_izq,F2,1.0573364322171142e-11,2.563453959864371e-12,1.0281968557903865e-12,2.4004716072491503e-12,1.5569502791766683e-12
S006,mov_real_izq,F4,1.1375268213848258e-11,2.5965969799272095e-12,1.0370340199147058e-12,2.3692904024872716e-12,1.508897758842158e-12
S006,mov_real_izq,F6,3.86319551035287e-11,4.793578744388643e-12,2.3858948712147606e-12,7.457712782359376e-12,5.562722070325199e-12
S006,mov_real_izq,F8,5.602060939102024e-11,7.127116095063131e-12,3.6924601417185746e-12,1.4450706534501934e-11,1.218603558856338e-11
S006,mov_real_izq,FT7,5.312751229084363e-11,1.0475527429384865e-11,6.1462209890285476e-12,2.4227734103933975e-11,2.2441798361930486e-11
S006,mov_real_izq,FT8,1.8270545828636987e-11,3.1216262332532634e-12,1.3709300672338148e-12,1.7319435977183294e-12,1.2521168654850916e-12
S006,mov_real_izq,T7,3.370800263936801e-11,6.790257710432961e-12,4.049774451332826e-12,7.511277758756953e-12,7.771230879916705e-12
S006,mov_real_izq,T8,1.8146658507992736e-11,3.09111328808706e-12,1.359548138361677e-12,1.7147968742979005e-12,1.231262678369153e-12
S006,mov_real_izq,T9,2.0742330004547304e-11,5.170246619633656e-12,3.2113556658581797e-12,6.616643719538999e-12,5.593426985247945e-12
S006,mov_real_izq,T10,3.797434528354802e-11,6.50931614366807e-12,2.671658537105511e-12,3.857788674469051e-12,3.187894701919687e-12
S006,mov_real_izq,TP7,1.976473770067734e-11,4.756508186372379e-12,2.9263083162964946e-12,3.574404365981998e-12,3.124958516360022e-12
S006,mov_real_izq,TP8,1.7838558643745616e-11,3.0970839276440406e-12,1.352933898506729e-12,1.6979453931727342e-12,1.21190162233412e-12
S006,mov_real_izq,P7,1.841321222360943e-11,3.2046074413011677e-12,1.7566045850190655e-12,1.5480064812558585e-12,7.639193825851337e-13
S006,mov_real_izq,P5,1.837221279213184e-11,3.212712017874376e-12,1.7641971412366126e-12,1.5290982086038325e-12,7.553837458759505e-13
S006,mov_real_izq,P3,1.637014838458872e-11,2.7046161699100064e-12,1.3382549392867298e-12,1.3649991288843937e-12,6.24173202900358e-13
S006,mov_real_izq,P1,1.629555011465735e-11,2.6571356279796048e-12,1.3265491840973467e-12,1.3457212877413029e-12,6.233210260819295e-13
S006,mov_real_izq,Pz,1.9370097498246433e-11,3.22024451874264e-12,1.2656940433472117e-12,1.2679565319692976e-12,5.941170257515445e-13
S006,mov_real_izq,P2,6.010838347134432e-11,6.8477182988818235e-12,2.18045402498839e-12,1.4461018625618432e-12,6.582449007449596e-13
S006,mov_real_izq,P4,1.8491781619113746e-11,2.69650219409849e-12,1.3207911142021476e-12,1.33133098230976e-12,6.763022911684004e-13
S006,mov_real_izq,P6,1.8462955928081684e-11,2.7236949838880586e-12,1.323765781718338e-12,1.3568697028189149e-12,7.111139674628786e-13
S006,mov_real_izq,P8,1.8043442561313344e-11,3.110811204814954e-12,1.360054406235464e-12,1.7507273755933687e-12,1.2875070593415223e-12
S006,mov_real_izq,PO7,2.0266039106516548e-11,3.4324814381177516e-12,2.013021729734885e-12,1.6845148338719463e-12,9.465042296784882e-13
S006,mov_real_izq,PO3,2.275018506796612e-11,3.481558268829221e-12,1.8313284211563077e-12,1.5810254840315927e-12,8.151993102142634e-13
S006,mov_real_izq,POz,2.594657336432613e-11,4.386745712615674e-12,1.7428470718602222e-12,1.5169870220985437e-12,7.846092297893908e-13
S006,mov_real_izq,PO4,2.4593642175297064e-11,3.650538905636577e-12,1.7464011268485836e-12,1.6189083964921751e-12,9.28919979320142e-13
S006,mov_real_izq,O1,2.271733893729285e-11,3.498952314450195e-12,1.8489769738567644e-12,1.6584542328093054e-12,9.296697693993734e-13
S006,mov_real_izq,Oz,3.261748934098269e-11,6.101819046691925e-12,2.3878856220871482e-12,1.8105436499172399e-12,1.0528801590890248e-12
S006,reposo,FC5,1.698355950464766e-11,4.130748262833358e-12,3.670419104100866e-12,2.044206077132866e-11,1.9466552405772336e-11
S006,reposo,FC3,6.501755572349975e-12,2.414857715277907e-12,1.085777023212408e-12,3.5184249344360785e-12,2.4189814823940737e-12
S006,reposo,FC1,6.381976978564145e-12,2.4021977639569622e-12,1.073697544643204e-12,3.4882615024824554e-12,2.4353408265656345e-12
S006,reposo,FCz,7.2167360112130915e-12,2.47804105492189e-12,9.987556226738148e-13,2.2811744244966656e-12,1.4173255204167282e-12
S006,reposo,FC2,5.40287230175653e-12,2.187479055216162e-12,1.0850287036295675e-12,3.09216461350687e-12,1.892539265398991e-12
S006,reposo,FC4,5.119204281573309e-12,2.070958065767704e-12,1.0319942068185941e-12,2.9392347165652224e-12,1.792238700375823e-12
S006,reposo,FC6,1.8222526177236462e-11,3.819565087941928e-12,3.403616885991732e-12,1.0492291531760018e-11,8.971387371838378e-12
S006,reposo,C5,1.7241163470612554e-11,4.05484223562405e-12,2.5038035404572776e-12,4.2437725942247806e-12,3.768930523836245e-12
S006,reposo,C3,1.0862560099428116e-11,2.6888012720371747e-12,1.5951741915848492e-12,3.196821007771825e-12,2.1996140476314423e-12
S006,reposo,C1,1.1149304799881195e-11,2.82969923738556e-12,1.0319482789047298e-12,2.058215620112951e-12,1.183303142904425e-12
S006,reposo,Cz,1.0037765798283721e-11,2.6397413507237327e-12,8.300923990335539e-13,1.499574684139109e-12,7.844748438043067e-13
S006,reposo,C2,8.301981143370225e-12,2.415113460494198e-12,9.560923633945752e-13,1.608691200580004e-12,8.211476803882232e-13
S006,reposo,C4,9.439774494418551e-12,2.6253309059655823e-12,1.5561079964935333e-12,2.2965241233724498e-12,1.3242837454483672e-12
S006,reposo,C6,1.4651432366321418e-11,3.46766940747195e-12,1.5262626186733231e-12,2.035798753144734e-12,1.4224878192076113e-12
S006,reposo,CP5,2.281622718978825e-11,4.326996768571944e-12,2.2108447211298786e-12,2.209452418948175e-12,1.0905068811082013e-12
S006,reposo,CP3,1.525637465479659e-11,2.7414473034482892e-12,1.150592207312898e-12,1.5699309725077593e-12,7.573936103785484e-13
S006,reposo,CP1,1.518267028257993e-11,2.7787937195023043e-12,1.1609295418081605e-12,1.5701128305535225e-12,7.417940615371934e-13
S006,reposo,CPz,1.8979559276723525e-11,3.478597569222794e-12,1.094752451543344e-12,1.1378300640853418e-12,5.261898089326809e-13
S006,reposo,CP2,1.712442689223232e-11,3.126402507339695e-12,1.2929654587036393e-12,1.3279548742030543e-12,5.291036427079072e-13
S006,reposo,CP4,1.5478510320819765e-11,3.1181425024105837e-12,1.7838854212549226e-12,1.8122703077386643e-12,6.78417625862609e-13
S006,reposo,CP6,1.9284109760024743e-11,3.562645793082639e-12,1.8277338324186757e-12,1.7137062919030342e-12,8.593937246496908e-13
S006,reposo,AFz,4.795311024246604e-11,6.638445179702112e-12,1.3298814185968692e-12,1.5896542343665e-12,7.683647613706653e-13
S006,reposo,AF4,1.3647959095252896e-10,1.3443332777530056e-11,2.2709014674148212e-12,1.0053512185748762e-11,7.55627637026811e-12
S006,reposo,F7,4.172945553433465e-11,5.831238358677371e-12,1.6584401151636722e-12,3.3744002996651534e-12,2.8341089260682857e-12
S006,reposo,F5,1.648302371013148e-11,2.997484205764965e-12,1.0226713493184364e-12,1.8705304160259514e-12,1.6364368734337144e-12
S006,reposo,F3,1.563056067470841e-11,2.9599048373283187e-12,1.0081834583476844e-12,1.8594746048241813e-12,1.6271659352161227e-12
S006,reposo,F1,1.63426700540878e-11,3.001973232003066e-12,1.0049860632385528e-12,1.8403404359296017e-12,1.564694450720531e-12
S006,reposo,Fz,1.635381013782311e-11,3.0107800978904983e-12,1.0205953375316191e-12,1.899560468164321e-12,1.6085164120896048e-12
S006,reposo,F2,1.3417269126314684e-11,3.048946457593848e-12,1.0968499466130133e-12,2.97291755421779e-12,1.9131053698517626e-12
S006,reposo,F4,1.434307990391282e-11,3.0858025046370673e-12,1.095228350045086e-12,2.9422721006957136e-12,1.856523424650521e-12
S006,reposo,F6,5.435888770389292e-11,6.451903706974395e-12,2.4978987294993485e-12,7.763527608773346e-12,6.408047967990892e-12
S006,reposo,F8,7.8046183640613e-11,9.160945531826472e-12,3.7090547104539495e-12,1.751996973725773e-11,1.4131056228307458e-11
S006,reposo,FT7,4.7941702810721074e-11,1.0702677268973628e-11,5.701504755423616e-12,3.044462022470087e-11,2.769911858941668e-11
S006,reposo,FT8,1.4730609928245514e-11,3.3771575583083886e-12,1.5047754975709524e-12,1.9403271836694947e-12,1.2455440420677657e-12
S006,reposo,T7,3.5590335410931835e-11,7.434964595131543e-12,3.8059784771310445e-12,8.210930642849751e-12,8.075655023806906e-12
S006,reposo,T8,1.4732513681492885e-11,3.368016499508189e-12,1.5073066529219911e-12,1.9079574325643627e-12,1.2193612589174819e-12
S006,reposo,T9,2.6245623885788734e-11,6.444889728192668e-12,2.8216373190638213e-12,8.462914034110836e-12,7.040992062731418e-12
S006,reposo,T10,3.003315719792794e-11,6.89207019200426e-12,2.534002631345926e-12,4.300788948786122e-12,3.6836597645396436e-12
S006,reposo,TP7,2.5782326038309463e-11,5.471866526781411e-12,2.60667484266691e-12,3.869270141858359e-12,3.0378080551327115e-12
S006,reposo,TP8,1.45798617450205e-11,3.3731316833696804e-12,1.4985164278884726e-12,1.893263084375718e-12,1.206845328089797e-12
S006,reposo,P7,2.4110615039419658e-11,4.190422630511787e-12,1.7758249463584456e-12,1.7930798792578187e-12,7.855055571304917e-13
S006,reposo,P5,2.4098618143472105e-11,4.182187608756271e-12,1.7666819971540748e-12,1.7716304283730283e-12,7.779577648642082e-13
S006,reposo,P3,2.117654912962336e-11,3.2788643642440454e-12,1.3553734502453076e-12,1.524473368284933e-12,6.774362948729905e-13
S006,reposo,P1,2.1132908533294557e-11,3.254667905862811e-12,1.3316981866055207e-12,1.499515904725935e-12,6.795857818918744e-13
S006,reposo,Pz,2.407950135648354e-11,3.658600592122711e-12,1.2970627071803432e-12,1.2772925630287837e-12,6.347949251742435e-13
S006,reposo,P2,3.3702843562110505e-11,4.782504121031602e-12,1.6911926695529378e-12,1.4770521672100035e-12,6.866231643078441e-13
S006,reposo,P4,2.1969485550933982e-11,3.4916994741924955e-12,1.4729429737735392e-12,1.475596770760942e-12,6.802584725686503e-13
S006,reposo,P6,2.1936103926338578e-11,3.5019022857638666e-12,1.4804335727949752e-12,1.4969498422109928e-12,7.14511210742427e-13
S006,reposo,P8,1.4715270101035735e-11,3.3737153406754285e-12,1.5077145889438723e-12,1.94503822769219e-12,1.3084873991117814e-12
S006,reposo,PO7,2.6091248793521157e-11,4.452864822821837e-12,1.921011138786379e-12,1.8831250841738606e-12,9.305314935373834e-13
S006,reposo,PO3,2.8641389850120843e-11,4.205020050809449e-12,1.8498717514374197e-12,1.7287311569742424e-12,8.07949511895731e-13
S006,reposo,POz,3.2400795599641475e-11,4.7242293378356875e-12,1.7073091964775914e-12,1.5739431054929967e-12,7.901371827045857e-13
S006,reposo,PO4,2.9133265741634865e-11,4.3670919241200325e-12,1.745585032517089e-12,1.7332525103003445e-12,9.017106846560122e-13
S006,reposo,O1,2.863467194317316e-11,4.243283580474332e-12,1.879172644297749e-12,1.8104277061184992e-12,9.134805741200628e-13
S006,reposo,Oz,4.09652839107668e-11,6.200452088092805e-12,2.844836036081966e-12,1.9050641942614494e-12,1.0102840001663502e-12
S007,img_der,FC5,1.2185743018220686e-11,7.554457778102932e-12,1.918531441365594e-11,3.0483820307897416e-12,2.0671747426449995e-12
S007,img_der,FC3,9.068045616950637e-12,6.339335444394803e-12,1.3401581569337942e-11,2.270488854410721e-12,1.2524006058716175e-12
S007,img_der,FC1,6.575409710611812e-12,7.496387250757473e-12,1.3302433411180546e-11,1.4990835759684445e-12,5.833741167751388e-13
S007,img_der,FCz,5.580823350713119e-12,6.485437708321685e-12,1.076932597828044e-11,1.4440543964221528e-12,6.596650835966312e-13
S007,img_der,FC2,5.745224817312634e-12,6.839558343210133e-12,1.1215807459338988e-11,1.5508386428294616e-12,7.262217013299825e-13
S007,img_der,FC4,5.489141237217253e-12,6.487651024542332e-12,1.0816502357082304e-11,1.4579343237327192e-12,6.799879733301623e-13
S007,img_der,FC6,1.3381865002476631e-11,6.626245945205268e-12,1.469666964546086e-11,1.7626207565039338e-12,1.0981877301834906e-12
S007,img_der,C5,1.0291183313461704e-11,6.807926757326266e-12,1.680937726819387e-11,2.9905648098639463e-12,1.850777174993552e-12
S007,img_der,C3,7.106908474605087e-12,4.8044352954584725e-12,8.46414552302216e-12,1.464585496085763e-12,5.76266951228023e-13
S007,img_der,C1,8.265801330522742e-12,6.119203818752871e-12,9.446672111293867e-12,1.0756216496724148e-12,4.5411512771835435e-13
S007,img_der,Cz,8.097625287537538e-12,5.9362649964665494e-12,9.197460642486197e-12,1.0612543607131158e-12,4.546868573155325e-13
S007,img_der,C2,5.949511338023789e-12,4.49747881958975e-12,9.3830301123591e-12,1.5626673649085936e-12,5.35466257532846e-13
S007,img_der,C4,5.932440732660705e-12,4.487639636436728e-12,9.311389381539339e-12,1.534930368894025e-12,5.159509720887302e-13
S007,img_der,C6,1.2005485301163905e-11,7.058370932977483e-12,1.6511096549756393e-11,2.058467674948784e-12,1.0829432999268556e-12
S007,img_der,CP5,1.2896050323243034e-11,6.623391135524356e-12,1.1783237631960123e-11,1.7931310017090553e-12,4.739758998765697e-13
S007,img_der,CP3,9.826614164424247e-12,5.198728147100403e-12,8.897177411981715e-12,1.4814928747239457e-12,3.9598962461731133e-13
S007,img_der,CP1,1.113323710997595e-11,5.859446262628486e-12,1.0942141913183757e-11,1.1756522802742238e-12,4.0831459412983734e-13
S007,img_der,CPz,1.2379115596534346e-11,7.356278104906765e-12,1.4223115835950435e-11,1.313991945352465e-12,5.109387725026383e-13
S007,img_der,CP2,1.0066539268942676e-11,5.309072395840497e-12,1.4883553690728172e-11,1.6937700179038148e-12,3.8105673802674616e-13
S007,img_der,CP4,1.017068536285558e-11,5.312100889070603e-12,1.4953938685740753e-11,1.7042723370208151e-12,3.8054681690308463e-13
S007,img_der,CP6,1.3915824694162839e-11,8.676015264661972e-12,1.794743416948652e-11,2.6862473743165714e-12,1.1096783206786908e-12
S007,img_der,AFz,2.857318319942011e-11,9.417790726330968e-12,1.7414458367416628e-11,1.288026769540683e-12,2.916866021266757e-13
S007,img_der,AF4,1.445048899109657e-10,2.111297582463721e-11,1.9362517687158513e-11,3.265322782858101e-12,2.4589055916074396e-12
S007,img_der,F7,5.636927929417468e-11,1.478580208187553e-11,2.9681000680673895e-11,3.2102488935307256e-12,1.9107390332512193e-12
S007,img_der,F5,3.153338559664583e-11,9.91761826776368e-12,2.153723758185276e-11,6.5070330380686694e-12,4.256385383708097e-12
S007,img_der,F3,1.1944905588733977e-11,5.266875065058351e-12,1.3672220793859816e-11,1.4414823622932293e-12,6.12047590878047e-13
S007,img_der,F1,1.2435717458378439e-11,5.324970165549652e-12,1.3668675244576455e-11,1.429138451966757e-12,5.886182715547461e-13
S007,img_der,Fz,1.2464513387606268e-11,5.344651560748546e-12,1.3750460621922745e-11,1.4616870942842435e-12,6.099944582992275e-13
S007,img_der,F2,1.2154358677103449e-11,5.3182024655652154e-12,1.3867858457228417e-11,1.4952227526005762e-12,6.414402723703025e-13
S007,img_der,F4,1.2760429468032567e-11,5.3790172575853786e-12,1.3809806281182387e-11,1.4911211862701023e-12,6.261602120009429e-13
S007,img_der,F6,1.4103072974772613e-11,5.745893581036449e-12,1.4249069006041393e-11,1.5354471603045094e-12,6.2707478576154e-13
S007,img_der,F8,8.793630140274126e-11,1.8651935007490906e-11,2.263210538244311e-11,2.6704318052021427e-12,1.2719071831682694e-12
S007,img_der,FT7,2.899556621434448e-11,1.474670437045831e-11,3.6880451088769606e-11,2.695413271844503e-12,1.7922523442258685e-12
S007,img_der,FT8,2.9213529726770144e-11,1.1691036184951088e-11,2.3398636856616726e-11,1.7249799315656649e-12,7.883988933586233e-13
S007,img_der,T7,2.6306035892502096e-11,1.5082935943036478e-11,3.7791392254463926e-11,8.007684706564258e-12,6.0943356179195896e-12
S007,img_der,T8,3.060724860891387e-11,1.3110259994700847e-11,2.7826952378129452e-11,2.6109462530817637e-12,1.5200606057570123e-12
S007,img_der,T9,3.47990651804352e-11,1.8548078919136923e-11,4.478479317572984e-11,2.7897890440456072e-12,1.2168228558242874e-12
S007,img_der,T10,2.522387932809504e-11,1.3273959649412824e-11,2.8216949295239886e-11,1.704647716153922e-12,4.721047166611334e-13
S007,img_der,TP7,2.3354013968144653e-11,1.3933566962782202e-11,3.285932377175653e-11,2.6534552881957607e-12,1.2617214751871167e-12
S007,img_der,TP8,1.883382271732637e-11,1.2789099872339797e-11,2.7106952324466512e-11,3.6576655511102395e-12,2.9370334162534e-12
S007,img_der,P7,2.1663654479264e-11,1.3037761179587562e-11,3.167689355257955e-11,2.6959281816532095e-12,1.0036020412766303e-12
S007,img_der,P5,1.7829821650156744e-11,8.597065799398774e-12,2.3087187991794614e-11,1.8904540887442305e-12,4.1601123425812435e-13
S007,img_der,P3,1.5519759696736047e-11,6.738151233119866e-12,2.1655078875518377e-11,1.588399810873021e-12,3.1498377297417167e-13
S007,img_der,P1,1.613457569683792e-11,7.1799575457490625e-12,2.5465969235088995e-11,1.4350170081429822e-12,2.986130990306277e-13
S007,img_der,Pz,1.5994866376576193e-11,7.530857194604349e-12,3.1021902736684364e-11,1.6392554088145707e-12,3.213539623547207e-13
S007,img_der,P2,1.6137620611733365e-11,7.62255122253926e-12,3.159606297993625e-11,1.708523020846923e-12,3.482421859590146e-13
S007,img_der,P4,1.484349256104675e-11,7.1774881429177e-12,2.8781463420425184e-11,2.3114702515869615e-12,4.0131758481923e-13
S007,img_der,P6,1.8427542797414018e-11,9.961193230639435e-12,3.10118105471266e-11,2.3736676300731065e-12,4.972027420868901e-13
S007,img_der,P8,1.9372712851154615e-11,1.4949489156498e-11,3.650663526360833e-11,2.4362878912664897e-12,5.189189444265712e-13
S007,img_der,PO7,2.3006649208533415e-10,1.7974387023867004e-11,4.858911967149844e-11,2.7712625709869865e-12,5.702289590030418e-13
S007,img_der,PO3,2.102046544592156e-11,9.421635658271337e-12,4.957839879768062e-11,2.069361370881194e-12,3.7782229720773513e-13
S007,img_der,POz,2.37614024826405e-11,1.1426089942516899e-11,6.524417566212871e-11,2.404092467217508e-12,3.9837811490409527e-13
S007,img_der,PO4,2.1572666801986818e-11,1.2021237941138142e-11,6.591082967754545e-11,2.8938669719879982e-12,4.88142332526643e-13
S007,img_der,O1,3.084349977317796e-11,1.4482519344597231e-11,1.0352982314059286e-10,3.679876498967134e-12,5.551924429087405e-13
S007,img_der,Oz,3.4828667674814794e-11,1.5346912234838455e-11,9.860224542487636e-11,3.6088638084393363e-12,5.79088335856441e-13
S007,img_izq,FC5,9.25563531376672e-12,7.873280128868894e-12,1.588877158302993e-11,2.6610605101504725e-12,1.6952124274266446e-12
S007,img_izq,FC3,6.385694829475891e-12,7.1855890072637845e-12,1.2183377821931222e-11,2.0356570732832122e-12,9.878871292250414e-13
S007,img_izq,FC1,5.462231365639467e-12,7.73232427001852e-12,1.197936329971538e-11,1.3686642700487553e-12,4.701779300485905e-13
S007,img_izq,FCz,4.950021657469269e-12,5.884735547092081e-12,9.48030000361299e-12,1.2118137653214953e-12,4.621326252146688e-13
S007,img_izq,FC2,5.118714605671143e-12,6.219673121612386e-12,9.896170785379624e-12,1.2907072442822957e-12,5.029741027029214e-13
S007,img_izq,FC4,4.889492874350187e-12,5.886759329518013e-12,9.542917754179704e-12,1.214810467186053e-12,4.669071955436781e-13
S007,img_izq,FC6,1.4352737278024647e-11,6.912839293980579e-12,1.2823658175385865e-11,1.6536097359653614e-12,9.022597283432478e-13
S007,img_izq,C5,8.643027259925854e-12,6.829545920648199e-12,1.7022932191100786e-11,3.2918449875895325e-12,2.2756537075285634e-12
S007,img_izq,C3,5.918704351632931e-12,5.335836026231275e-12,1.0521587954502075e-11,1.674513073261976e-12,5.141887172777666e-13
S007,img_izq,C1,6.7925497147214424e-12,6.512295230367135e-12,8.21947266630671e-12,1.0213661650067976e-12,3.459605513789603e-13
S007,img_izq,Cz,6.629039953455163e-12,6.290889011002259e-12,8.00171723097475e-12,1.004947018266334e-12,3.5102722329510965e-13
S007,img_izq,C2,5.986297280273141e-12,4.206004429764385e-12,6.022811337249728e-12,1.10974677278552e-12,3.9029343524867056e-13
S007,img_izq,C4,6.04844955571596e-12,4.171857617321872e-12,5.930103887247443e-12,1.07950616383842e-12,3.7023558035205194e-13
S007,img_izq,C6,1.4698614794865684e-11,6.851519605726862e-12,1.3184009283491503e-11,1.7782027175543754e-12,9.395148601816933e-13
S007,img_izq,CP5,1.2200266980260788e-11,6.505493257510096e-12,1.5200326899609892e-11,2.5264110725172236e-12,5.218039053716441e-13
S007,img_izq,CP3,8.360854465555136e-12,5.223118853114885e-12,1.1819160579795331e-11,2.0289697537653046e-12,3.879819400754003e-13
S007,img_izq,CP1,9.471164585581081e-12,5.870888231005978e-12,9.696854497279997e-12,1.2126092552641942e-12,3.3013235205271546e-13
S007,img_izq,CPz,1.0719138142536208e-11,7.276086821064835e-12,1.0687207084304066e-11,1.2006773465585795e-12,3.9996832131925353e-13
S007,img_izq,CP2,9.396052205615028e-12,5.267561624036913e-12,9.327816320811324e-12,1.1514507323755946e-12,2.665179829165128e-13
S007,img_izq,CP4,9.47066022753463e-12,5.2603065085099605e-12,9.331862593516296e-12,1.1604511202263298e-12,2.676434401376689e-13
S007,img_izq,CP6,1.5971208113135467e-11,7.848604511523626e-12,1.4615355265965603e-11,1.9660048391685233e-12,9.75776719090923e-13
S007,img_izq,AFz,2.679438410004181e-11,8.364087290996107e-12,1.5099697702969102e-11,1.1793433833836957e-12,2.716967680343818e-13
S007,img_izq,AF4,1.0331412745299678e-10,1.5804604457885668e-11,1.6845848838634272e-11,2.6066283561220227e-12,1.6616814296820002e-12
S007,img_izq,F7,5.4367874511630146e-11,1.4677204466144186e-11,2.5213208500876304e-11,3.189061134925035e-12,1.910901674968766e-12
S007,img_izq,F5,4.075331275463953e-11,9.905305495337833e-12,1.8340040373735186e-11,5.675979498715181e-12,3.959275496411717e-12
S007,img_izq,F3,9.283573667787124e-12,4.892115162042946e-12,1.2208545990071202e-11,1.2547956576020396e-12,5.389735140334496e-13
S007,img_izq,F1,9.587341111592465e-12,4.942924237767107e-12,1.2215396105380155e-11,1.2459880764560454e-12,5.23677076499669e-13
S007,img_izq,Fz,9.617561422017437e-12,4.9608452456641025e-12,1.231486746999994e-11,1.2776912710129482e-12,5.400149240474967e-13
S007,img_izq,F2,9.431985706413546e-12,4.929380844685837e-12,1.2439054930442557e-11,1.3028830350798149e-12,5.687937949382825e-13
S007,img_izq,F4,9.828409291547066e-12,4.985947190707128e-12,1.240549607693205e-11,1.2935553961534661e-12,5.593820717532854e-13
S007,img_izq,F6,1.0952659010103192e-11,5.3419900518632085e-12,1.279068985813602e-11,1.336554090459993e-12,5.702831787751777e-13
S007,img_izq,F8,5.145406315955061e-11,1.4650417415585586e-11,1.941789016927734e-11,2.09818910735082e-12,9.155431325651268e-13
S007,img_izq,FT7,2.3157357434804626e-11,1.456661484374246e-11,2.983459780574334e-11,2.8461336314922755e-12,1.5408684987389575e-12
S007,img_izq,FT8,2.795175079851703e-11,1.1965359362450078e-11,1.9139344827949568e-11,1.470820766840348e-12,5.247328463826776e-13
